symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
601319.SS;Insurance—Property & Casualty;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;65283727494;37631048089;21467887903;31519921145;33763806349;2.88993E+11;1.29491E+11;11743091088;3745485648;3857088482;5725530713;0.10295;0.10295;951485.94;31799920928
601336.SS;Insurance—Life;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;28641201979;12433102659;7428684261;18597958854;10043243125;1.77109E+11;42723447484;1974309667;483929702.3;694048321.2;1645416460;0.23345;0.23345;13394363.59;2353420923
601336.SS;Insurance—Life;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;2309312178;1441409703;765762430.5;1160717577;1148594601;10291910117;2810838769;283327132.4;250169397.7;206935605.3;345819164.8;0.141317;0.141317;405536;1130351761
601336.SS;Insurance—Life;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;2632745437;1769962982;773948876.7;1527926835;1104818602;11580222027;2807532566;352926916.6;261280217.3;215985121.8;358473559.3;0.1470445;0.1470445;341611.809;1165606793
601336.SS;Insurance—Life;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;3001306036;2226730694;702042615.9;1779662803;1221643233;12551334706;5092796854;550644290.2;249302063.8;301251495.2;344322535.6;0.139142;0.137895;622598.303;1545661557
601360.SS;Software—Infrastructure;Technology;China;2022;12933.02311;9.467539251;716.9235693;3550184806;2520718431;629536652;2373720073;1176464733;13735080371;2790213747;792755423.9;319407361.6;273396597.5;406080728.5;0.1772335;0.175798;486258.0162;1538369102
601360.SS;Software—Infrastructure;Technology;China;2019;10143.8382;9.224621726;791.8737477;2362709571;1114629035;189664721.2;1118205149;1244504422;7992163724;2550495945;304112139.6;220691169.6;-214661608.7;250762273.4;0.1247;0.1247;0;929688025.1
601360.SS;Software—Infrastructure;Technology;China;2020;10408.66976;9.250394368;747.1823239;3726529433;2244759860;203321814.7;2417301524;1309227909;14358400400;1869617514;551532899.4;239544993.7;-71086450.32;287525687.2;0.12905;0.12905;0;1183461894
601360.SS;Software—Infrastructure;Technology;China;2021;12556.33312;9.437980448;508.8947197;6457416585;3713749658;1395321074;2956223504;3501193081;26312472147;9240548485;987263679.1;421339971;-639017557.3;459889830.5;0.2233;0.2233;0;2450471593
601377.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;1724738578;1193313672;366144348.9;1018296057;706442521.9;7867673443;1993377981;266825959;199943540.7;193257004.1;276819539.6;0.038381065;0.038381065;0;1448565077
601377.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;2253385690;1629197010;301927468.6;1544565473;708820217.3;9895099593;1554129397;444151502.1;249951773.7;355235822.8;353604131.9;0.0473135;0.0473135;0;1727299448
601377.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;3168106465;1648275078;793956006.5;1772489729;1395616736;14633661837;3348934838;638335911.9;336884873.8;375552274.1;480300622;0.062843;0.062843;355250;2175117369
601555.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;8965554594;3253179600;1423851670;3075810942;5889743652;5672093426;1242022640;3626636891;265536883.4;1688421695;319520406.4;0.023290625;0.023290625;0;613593315.2
601555.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;15997666686;4984440761;3530200999;4807687747;11189978939;5670215017;1283692483;6005971113;692825203.4;616694291.8;829936619;0.058;0.058;0;1194590781
601555.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;26827936829;9243828070;10101987689;6385834302;20442102527;20901619249;19860674907;8643536099;1240174516;1100282536;1516228427;0.10005;0.10005;0;1898676494
601555.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;30722705874;11265374967;10148906342;9448876167;21273829707;16458765165;12751487988;9313477161;1233871879;95686434.22;1438847135;0.078541715;0.078541715;0;1810408584
601598.SS;Integrated Freight & Logistics;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1586651254;833363956.2;345671378.3;833363956.2;753287298.1;2775901294;123082393.7;166766540.9;343133616.3;115139077.9;412016180.6;0.214455;0.214455;0;1535161155
601598.SS;Integrated Freight & Logistics;Industrials;China;2020;10408.66976;9.250394368;747.1823239;2206210054;1196056347;416728236.5;1196056347;1010153708;3678246246;150071035.6;208431386.8;478692390.4;387107413.8;577275854.2;0.2991785;0.2991785;0;2202603104
601598.SS;Integrated Freight & Logistics;Industrials;China;2021;12556.33312;9.437980448;508.8947197;4356861902;2594575664;118575238.8;2560295872;1796566030;5293543061;519194256;624623974.5;1480239526;953445201.8;1738143894;0.9251435;0.9251435;0;4444600306
601598.SS;Integrated Freight & Logistics;Industrials;China;2022;12933.02311;9.467539251;716.9235693;5510541422;3544793923;294803572.8;3514250828;1996290593;6590371385;537515767.9;380199246.1;1093154956;77710056.13;1271838998;0.6832255;0.6832255;0;5548281643
601600.SS;Aluminum;Basic Materials;China;2019;10143.8382;9.224621726;791.8737477;2158471517;1317995630;253157827.4;1295774436;862697080.8;5374173228;681709000.1;254025909.5;138030759.1;160991307.4;162205684.5;0.056066715;0.056066715;8067412.967;1071603774
601600.SS;Aluminum;Basic Materials;China;2020;10408.66976;9.250394368;747.1823239;2703900534;1748844276;266352301.6;1597270801;1106629734;6189350769;1677793296;440975633.7;304520606.8;160807929;351256457.7;0.11745;0.11745;8067412.967;1669140931
601600.SS;Aluminum;Basic Materials;China;2021;12556.33312;9.437980448;508.8947197;3958894241;2389639889;270218686.1;2367799575;1591094666;8884966409;976993240;572888709.1;518143665;143178051.6;563911932;0.19865;0.1972;8067412.967;2601772206
601600.SS;Aluminum;Basic Materials;China;2022;12933.02311;9.467539251;716.9235693;5685683496;3133785974;723374928.6;2916174149;2769509347;13298890680;3040769028;1078494416;626365542.5;223093930.3;671304772.8;0.2378;0.23635;8067412.967;3336205304
601601.SS;Insurance—Life;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;1397551953;948989529.8;5800000;1137942365;259609587.9;4858033685;368443088.2;284429076.7;145462090;-42476041.98;199215727.8;0.094511;0.093293;0;426158076.8
601601.SS;Insurance—Life;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;1982746577;1230213652;45771766.79;1449825800;532920777.5;5993827300;439916992.2;499291240.3;62023413.83;-57740094.66;103633864.2;0.0395415;0.0394255;0;502110508.7
601601.SS;Insurance—Life;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;2222558714;1362724306;67064005.69;1593488560;629070154.1;6379528336;829624001.7;561653897.6;105654541.4;15995543.07;156248010.2;0.065917;0.065888;0;737534553.3
601607.SS;Medical Distribution;Healthcare;China;2019;10143.8382;9.224621726;791.8737477;1207952991;913452724.5;81314667.65;860051880.6;347901110.1;4522795549;642415241.2;264125245.8;-51603994.24;174678451;-55153579.54;-0.0348;-0.0348;0;762960918.7
601607.SS;Medical Distribution;Healthcare;China;2020;10408.66976;9.250394368;747.1823239;1397838076;1026201254;35749613.25;1006644632;391193444.2;4790693685;460162967.6;264774928.9;221016430.7;180477261.6;259900508.1;0.1392;0.1392;0;883760636.8
601607.SS;Medical Distribution;Healthcare;China;2021;12556.33312;9.437980448;508.8947197;1880059378;1521622540;10728204.75;1527794734;352264643.3;5627213189;358216606.2;420830262.2;254326994.6;225593017.1;317286889.8;0.1537;0.15225;0;1077535329
601607.SS;Medical Distribution;Healthcare;China;2022;12933.02311;9.467539251;716.9235693;1907861495;1550525742;3516677.086;1559655144;348206350.8;5853383768;279001002.1;429345799.4;200948354.1;164451748.7;247513828.8;0.1189;0.11745;0;1139904704
601615.SS;Specialty Industrial Machinery;Industrials;China;2021;12556.33312;9.437980448;508.8947197;1643578803;1493604333;2143615.102;1496805668;146773134.7;5204718648;127453051.4;423184793.3;134296269.8;124772901.6;135548251.4;0.2857225;0.2857225;0;764738573.8
601618.SS;Engineering & Construction;Industrials;China;2019;10143.8382;9.224621726;791.8737477;3308773598;1477580096;306247195.5;1269447622;2039325976;4389823329;1871432042;646258484.9;129420159.1;260585671.5;165561310.9;0.08845;0.08845;0;1885483109
601618.SS;Engineering & Construction;Industrials;China;2020;10408.66976;9.250394368;747.1823239;4060425429;1774385988;315674506.8;1575381082;2485044348;4749892376;2110845199;1075529204;283374695.5;308520743.4;330479204.4;0.1943;0.1943;0;2796417995
601618.SS;Engineering & Construction;Industrials;China;2021;12556.33312;9.437980448;508.8947197;6211818983;2544243730;566252312.4;2422033317;3789785666;6532698094;2629090834;1129570882;229492569.3;-479120777.1;292433608.2;0.1566;0.1566;0;3499806815
601618.SS;Engineering & Construction;Industrials;China;2022;12933.02311;9.467539251;716.9235693;8935800671;3310053532;989583837.2;2861864304;6073936367;9632486090;6420618195;1691657216;521044451.3;-45858805.33;629742195.9;0.3509;0.3509;0;5837299678
601628.SS;Insurance—Life;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;1521219083;1071798889;202804283.4;1004301389;516917694;4499830770;738868266.1;179247683.6;74455644.08;-27528061.76;90891893.43;0.10585;0.10585;0;689863168.4
601628.SS;Insurance—Life;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;1974281185;1351249695;409904457.8;1159055576;815225609.2;5633839003;1850185336;243525004.4;125495114.8;-135485174.4;152070973.7;0.17835;0.1769;0;1022190568
601628.SS;Insurance—Life;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;2401878715;1848832681;374966348.7;1682440845;719437870;6542954159;1795955379;509618895.3;127161683.3;-3888594.892;151220845.3;0.17545;0.17545;0;1115833697
601628.SS;Insurance—Life;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;2400763292;1832960185;285868362.9;1750005065;650758226.9;6969890982;1223742962;410498291.6;177478675.6;240280412.7;205162279.6;0.2233;0.2233;0;1398060241
601633.SS;Auto Manufacturers;Consumer Cyclical;China;2019;10143.8382;9.224621726;791.8737477;1140067977;665134327.1;11177308.48;683878500.3;456189477;2187355197;60836722.22;84401914.26;92422287.63;99220473.3;105507176.6;0.0725;0.0725;0;450912708.8
601633.SS;Auto Manufacturers;Consumer Cyclical;China;2020;10408.66976;9.250394368;747.1823239;1522234124;761370525.4;4789210.655;761444100.1;760790024.3;2535975644;45850615.01;136076941;124433190.5;105224397.3;144239247.8;0.09715;0.09715;0;552548552.2
601633.SS;Auto Manufacturers;Consumer Cyclical;China;2021;12556.33312;9.437980448;508.8947197;2448144079;991317039;19870328.86;1031886780;1416257300;3693483700;147232945.6;270708099.5;248198986.2;139018374.1;288385335.2;0.19285;0.19285;0;864397127.6
601633.SS;Auto Manufacturers;Consumer Cyclical;China;2022;12933.02311;9.467539251;716.9235693;4188565378;1562289197;173720970.2;1625859350;2562706028;6296672567;164042232.6;508831443.4;423928731.9;-146382484.8;497369353.9;0.3277;0.3277;0;1542554999
601668.SS;Engineering & Construction;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1242893554;1088938416;2833118.75;1088938416;153955137.7;3273424672;582402166.1;156403060.2;126332812.9;164732651.3;148373850.8;0.0725;0.0725;373592.5;395335499.3
601668.SS;Engineering & Construction;Industrials;China;2021;12556.33312;9.437980448;508.8947197;2699907134;2347593008;7494522.344;2347778156;352128977.6;5833521498;854475081.2;805099738.5;291567656.1;-109626225.8;334826630.4;0.1595;0.1595;0;901616091
601668.SS;Engineering & Construction;Industrials;China;2022;12933.02311;9.467539251;716.9235693;2841039610;2479452676;31331137.82;2479994722;361044887.9;6772591159;1006673211;653867228;218182362.9;137614349.1;242906479.9;0.11455;0.11455;0;746661105.8
601669.SS;Engineering & Construction;Industrials;China;2019;10143.8382;9.224621726;791.8737477;2476339892;1273659587;52231457.44;1278893821;1197446071;5350180060;322658357;734312564.3;167661361.8;19850451.59;173059787.1;0.0957;0.0957;0;1812596314
601669.SS;Engineering & Construction;Industrials;China;2020;10408.66976;9.250394368;747.1823239;2793526471;1535256837;5769421.049;1540077081;1253449391;6340891430;57244321.84;773766369.1;287413124.1;74096643.02;290075154.2;0.16095;0.16095;0;2030802569
601669.SS;Engineering & Construction;Industrials;China;2021;12556.33312;9.437980448;508.8947197;3786058954;2460128052;36616717.75;2464588815;1321470138;7209942919;228977262.3;1011297447;306543074.9;53388761.41;307825431;0.16965;0.16965;0;2226600205
601669.SS;Engineering & Construction;Industrials;China;2022;12933.02311;9.467539251;716.9235693;4212202666;2733353651;179891531.6;2726914741;1485287924;7614963307;183329940.6;1404569959;264614260.7;52789381.2;259004481.8;0.1421;0.1421;0;1987129258
601688.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;1487319825;701918465.1;396442660.3;680202028.3;807117796.8;6719017340;212824853.3;406705248.3;187792501.3;169066429.5;236813921.7;0.16385;0.16385;1328200.228;534743135.9
601688.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;1919747824;1403160345;236241482.6;1403590917;516156907.7;10064828831;22617466.76;343593077.9;724013329.7;103566230.3;741936652.2;0.62785;0.62785;0;397232021.8
601688.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;2595307961;1507960021;195464133.8;1927160436;668147525.3;13870348473;137289135.4;287851446.6;224292958.8;162221997;236859477;0.18995;0.18995;0;703296533.8
601689.SS;Auto Parts;Consumer Cyclical;China;2019;10143.8382;9.224621726;791.8737477;6819139532;3731252235;1806769059;3253438392;3565701140;30398142449;5583034262;821604046.6;357974758.4;395817780.3;520121463.5;0.0899;0.08845;0;4387375236
601689.SS;Auto Parts;Consumer Cyclical;China;2020;10408.66976;9.250394368;747.1823239;11538460753;7118092719;3096761460;6136195793;5402264960;44157079454;10208643729;2794921604;709944683.1;240720866.2;905403431.9;0.1624;0.1624;0;5356174372
601689.SS;Auto Parts;Consumer Cyclical;China;2021;12556.33312;9.437980448;508.8947197;11108620911;7779436073;2685486230;6205916734;4902704177;47394137400;13737273091;1481477592;300185225.5;-116640176.8;385544239.6;0.0609;0.0609;0;6563881200
601698.SS;Telecom Services;Communication Services;China;2019;10143.8382;9.224621726;791.8737477;223726259.5;111658689.4;37540510.96;105356794.8;118369464.7;507304872.9;42101858.62;2063731.314;1943815.86;-16407662.86;3628703.932;0.01885;0.01885;0;92808735.3
601698.SS;Telecom Services;Communication Services;China;2020;10408.66976;9.250394368;747.1823239;195900929.4;78786420.31;45371492.24;70393686.18;125507243.2;466708876.6;45219557.67;3400764.243;-32952930.41;-6371740.632;-32013434.46;-0.32915;-0.32915;0;66626631.82
601698.SS;Telecom Services;Communication Services;China;2021;12556.33312;9.437980448;508.8947197;188742638.1;71520534.83;38298387.66;68700928.55;120041709.5;450548667.7;48878086.59;2272741.446;-1694946.399;4071843.513;-93580.3842;0.145;0.145;0;100288548.6
601698.SS;Telecom Services;Communication Services;China;2022;12933.02311;9.467539251;716.9235693;2321225156;1602630850;1382554029;429717709.6;1891507446;13297013462;10237926317;202388333.9;173746883.3;-441537096.5;194845812.5;0.22765;0.22765;0;393637399.9
601699.SS;Thermal Coal;Energy;China;2019;10143.8382;9.224621726;791.8737477;1379920951;736679852;179275692.9;621203144.1;758717806.5;1985123374;1064115810;300114062.6;111007952.6;47527516.47;126708324.5;0.07869875;0.078680625;0;679176930.9
601699.SS;Thermal Coal;Energy;China;2020;10408.66976;9.250394368;747.1823239;1836016764;814178110.1;50481750;814178110.1;1021838653;2348510666;60218240;397022843.8;111288254.8;134395057.8;125340224.9;0.0789235;0.0787785;0;849453582.5
601699.SS;Thermal Coal;Energy;China;2021;12556.33312;9.437980448;508.8947197;3480022029;1372985577;71379641.49;1372985577;2107036453;3350047844;377093258.1;415494961.7;229777591.7;121387389;250532269.1;0.1859915;0.185832;0;1455305802
601699.SS;Thermal Coal;Energy;China;2022;12933.02311;9.467539251;716.9235693;4771449156;1612888596;59990759.26;1612888596;3158560560;3931207385;373512754.6;894497636;336049228.4;102112227.4;371348652.9;0.2148175;0.214745;0;2020191052
601727.SS;Specialty Industrial Machinery;Industrials;China;2019;10143.8382;9.224621726;791.8737477;982003305.4;626541043.5;217500;626541043.5;355462261.9;4101603279;227999531.5;47160836.71;110040482.2;119285222.7;92558366.76;0.2755;0.27405;0;665535343.8
